Physician_ID,Specialty,Historical_Prescriptions,Digital_Ads_Impressions,Sales_Rep_Visits,Samples_Dropped,Region,Cluster,Segment
PHY-00780,GP,85,665,6,13,South,2,Digital-First Responders
PHY-00781,GP,71,1268,7,11,South,2,Digital-First Responders
PHY-00782,Cardiology,99,1289,9,15,Midwest,1,Low Engagement Profiles
PHY-00783,Cardiology,104,1394,8,18,South,1,Low Engagement Profiles
PHY-00784,Cardiology,108,2415,5,16,Midwest,0,High-Touch Advocates
PHY-00785,Oncology,107,98,10,12,Midwest,1,Low Engagement Profiles
PHY-00786,GP,57,799,4,18,West,2,Digital-First Responders
PHY-00787,Cardiology,118,1563,7,13,Midwest,1,Low Engagement Profiles
PHY-00788,Cardiology,77,182,5,10,Northeast,2,Digital-First Responders
PHY-00789,Cardiology,111,2081,6,19,Midwest,1,Low Engagement Profiles
PHY-00790,GP,94,786,7,20,West,1,Low Engagement Profiles
PHY-00791,Oncology,117,1151,4,13,Midwest,2,Digital-First Responders
PHY-00792,Cardiology,135,2490,7,16,Northeast,0,High-Touch Advocates
PHY-00793,Cardiology,113,3130,4,16,Northeast,0,High-Touch Advocates
PHY-00794,GP,105,2125,9,15,Northeast,1,Low Engagement Profiles
PHY-00795,Oncology,131,469,10,22,West,1,Low Engagement Profiles
PHY-00796,GP,87,2052,4,13,West,2,Digital-First Responders
PHY-00797,GP,100,2149,5,16,South,2,Digital-First Responders
PHY-00798,Cardiology,123,1863,8,13,West,1,Low Engagement Profiles
PHY-00799,GP,119,3472,10,14,Northeast,0,High-Touch Advocates
PHY-00800,GP,113,1421,8,15,Northeast,1,Low Engagement Profiles
PHY-00801,GP,127,3384,9,21,West,0,High-Touch Advocates
PHY-00802,Oncology,140,3371,8,12,Midwest,0,High-Touch Advocates
PHY-00803,Cardiology,113,2191,8,19,West,1,Low Engagement Profiles
PHY-00804,GP,82,1663,6,13,West,2,Digital-First Responders
PHY-00805,Cardiology,89,1871,2,11,Northeast,2,Digital-First Responders
PHY-00806,GP,123,3972,9,24,South,0,High-Touch Advocates
PHY-00807,GP,94,2774,2,15,Northeast,2,Digital-First Responders
PHY-00808,GP,63,525,2,14,South,2,Digital-First Responders
PHY-00809,Cardiology,107,1787,4,19,Northeast,2,Digital-First Responders
PHY-00810,Oncology,103,635,4,13,West,2,Digital-First Responders
PHY-00811,GP,90,766,5,16,Northeast,2,Digital-First Responders
PHY-00812,GP,92,986,6,16,Northeast,1,Low Engagement Profiles
PHY-00813,Oncology,105,344,9,7,Northeast,1,Low Engagement Profiles
PHY-00814,GP,82,598,6,25,West,1,Low Engagement Profiles
PHY-00815,GP,116,3598,4,15,West,0,High-Touch Advocates
PHY-00816,Cardiology,90,762,5,16,West,2,Digital-First Responders
PHY-00817,Cardiology,135,2424,5,11,West,2,Digital-First Responders
PHY-00818,Cardiology,99,1518,5,9,South,2,Digital-First Responders
PHY-00819,Oncology,142,1990,12,11,South,1,Low Engagement Profiles
PHY-00820,Cardiology,107,2050,5,14,Midwest,2,Digital-First Responders
PHY-00821,GP,78,574,5,14,West,2,Digital-First Responders
PHY-00822,Oncology,125,2415,4,12,South,2,Digital-First Responders
PHY-00823,Cardiology,110,422,7,16,Northeast,1,Low Engagement Profiles
PHY-00824,Cardiology,114,735,7,10,West,2,Digital-First Responders
PHY-00825,Cardiology,122,2029,4,20,Midwest,2,Digital-First Responders
PHY-00826,GP,100,539,7,15,Midwest,1,Low Engagement Profiles
PHY-00827,Cardiology,68,160,6,14,Midwest,2,Digital-First Responders
PHY-00828,Cardiology,122,1728,8,15,Northeast,1,Low Engagement Profiles
PHY-00829,GP,96,282,4,11,South,2,Digital-First Responders
PHY-00830,Cardiology,111,2164,4,16,Northeast,2,Digital-First Responders
PHY-00831,Oncology,81,1045,3,11,West,2,Digital-First Responders
PHY-00832,Cardiology,155,1710,10,25,Midwest,1,Low Engagement Profiles
PHY-00833,Oncology,134,1687,9,14,Northeast,1,Low Engagement Profiles
PHY-00834,Oncology,126,2277,2,18,Northeast,2,Digital-First Responders
PHY-00835,Cardiology,114,2071,4,11,South,2,Digital-First Responders
PHY-00836,Cardiology,100,534,5,17,South,2,Digital-First Responders
PHY-00837,GP,94,1096,5,20,Midwest,1,Low Engagement Profiles
PHY-00838,Cardiology,103,1708,6,14,Northeast,2,Digital-First Responders
PHY-00839,Cardiology,103,3425,3,17,Northeast,0,High-Touch Advocates
PHY-00840,GP,81,2084,5,11,South,2,Digital-First Responders
PHY-00841,Oncology,147,3230,10,19,Northeast,0,High-Touch Advocates
PHY-00842,GP,92,1774,5,15,Northeast,2,Digital-First Responders
PHY-00843,Oncology,105,2807,4,8,Northeast,2,Digital-First Responders
PHY-00844,GP,97,1607,6,13,South,2,Digital-First Responders
PHY-00845,Oncology,116,2730,3,19,Midwest,0,High-Touch Advocates
PHY-00846,Cardiology,118,1002,7,15,West,1,Low Engagement Profiles
PHY-00847,Oncology,128,3687,4,9,Midwest,0,High-Touch Advocates
PHY-00848,GP,77,1919,7,12,West,1,Low Engagement Profiles
PHY-00849,Cardiology,87,347,3,16,Northeast,2,Digital-First Responders
PHY-00850,Cardiology,104,1750,6,21,Midwest,1,Low Engagement Profiles
PHY-00851,Oncology,114,2089,6,15,West,2,Digital-First Responders
PHY-00852,GP,85,2472,4,16,South,2,Digital-First Responders
PHY-00853,Oncology,175,4541,8,15,South,0,High-Touch Advocates
PHY-00854,GP,103,876,9,11,Midwest,1,Low Engagement Profiles
PHY-00855,Oncology,133,4560,1,23,Midwest,0,High-Touch Advocates
PHY-00856,Oncology,144,1337,6,13,Northeast,2,Digital-First Responders
PHY-00857,Oncology,81,704,4,15,Midwest,2,Digital-First Responders
PHY-00858,Cardiology,102,892,9,19,Northeast,1,Low Engagement Profiles
PHY-00859,Cardiology,97,2003,6,19,Northeast,1,Low Engagement Profiles
PHY-00860,Oncology,92,615,4,13,South,2,Digital-First Responders
PHY-00861,GP,102,1016,6,18,South,1,Low Engagement Profiles
PHY-00862,Cardiology,62,1719,3,7,West,2,Digital-First Responders
PHY-00863,Cardiology,108,3668,6,12,South,0,High-Touch Advocates
PHY-00864,Cardiology,137,2424,10,17,South,1,Low Engagement Profiles
PHY-00865,Cardiology,111,1378,8,18,Midwest,1,Low Engagement Profiles
PHY-00866,Cardiology,101,1996,7,13,South,1,Low Engagement Profiles
PHY-00867,Oncology,121,1598,2,8,West,2,Digital-First Responders
PHY-00868,Oncology,92,462,2,20,Midwest,2,Digital-First Responders
PHY-00869,GP,121,4092,9,12,West,0,High-Touch Advocates
PHY-00870,GP,131,3707,9,21,South,0,High-Touch Advocates
PHY-00871,Cardiology,115,1258,10,11,West,1,Low Engagement Profiles
PHY-00872,Cardiology,107,919,10,12,Midwest,1,Low Engagement Profiles
PHY-00873,GP,81,473,3,18,Northeast,2,Digital-First Responders
PHY-00874,Cardiology,117,2085,8,12,West,1,Low Engagement Profiles
PHY-00875,Oncology,139,2094,8,17,West,1,Low Engagement Profiles
PHY-00876,Oncology,130,663,8,18,Midwest,1,Low Engagement Profiles
PHY-00877,GP,97,1612,5,15,Midwest,2,Digital-First Responders
PHY-00878,GP,95,2372,4,22,West,0,High-Touch Advocates
PHY-00879,Oncology,110,867,7,15,South,1,Low Engagement Profiles
PHY-00880,Oncology,102,1140,6,9,West,2,Digital-First Responders
PHY-00881,Oncology,109,1131,7,23,Midwest,1,Low Engagement Profiles
PHY-00882,GP,76,701,2,20,Northeast,2,Digital-First Responders
PHY-00883,Oncology,94,1158,4,13,Northeast,2,Digital-First Responders
PHY-00884,Oncology,108,288,2,26,South,2,Digital-First Responders
PHY-00885,GP,104,1085,6,11,West,2,Digital-First Responders
PHY-00886,Oncology,111,1099,4,17,Northeast,2,Digital-First Responders
PHY-00887,GP,80,1270,8,15,West,1,Low Engagement Profiles
PHY-00888,Oncology,98,1892,1,17,Midwest,2,Digital-First Responders
PHY-00889,Oncology,109,436,7,11,Northeast,2,Digital-First Responders
PHY-00890,Oncology,98,520,2,12,South,2,Digital-First Responders
PHY-00891,GP,79,685,6,13,Midwest,2,Digital-First Responders
PHY-00892,GP,84,392,6,9,South,2,Digital-First Responders
PHY-00893,GP,100,2047,8,17,Midwest,1,Low Engagement Profiles
PHY-00894,Cardiology,66,836,5,14,Northeast,2,Digital-First Responders
PHY-00895,GP,99,1301,8,19,South,1,Low Engagement Profiles
PHY-00896,Oncology,138,635,5,19,South,2,Digital-First Responders
PHY-00897,Cardiology,100,995,9,17,Midwest,1,Low Engagement Profiles
PHY-00898,GP,72,1669,5,15,South,2,Digital-First Responders
PHY-00899,Oncology,123,1728,8,16,Midwest,1,Low Engagement Profiles
PHY-00900,Oncology,96,541,2,16,Midwest,2,Digital-First Responders
PHY-00901,Oncology,90,1251,3,12,Midwest,2,Digital-First Responders
PHY-00902,Oncology,87,644,2,12,Midwest,2,Digital-First Responders
PHY-00903,Oncology,111,1216,6,16,Northeast,1,Low Engagement Profiles
PHY-00904,Cardiology,113,778,9,17,Midwest,1,Low Engagement Profiles
PHY-00905,Cardiology,141,4262,5,20,West,0,High-Touch Advocates
PHY-00906,GP,74,2363,0,16,South,2,Digital-First Responders
PHY-00907,GP,111,1782,11,23,West,1,Low Engagement Profiles
PHY-00908,Cardiology,82,1065,3,11,Northeast,2,Digital-First Responders
PHY-00909,Cardiology,110,2410,11,17,West,1,Low Engagement Profiles
PHY-00910,Cardiology,103,1279,5,14,South,2,Digital-First Responders
PHY-00911,Cardiology,99,3981,5,13,West,0,High-Touch Advocates
PHY-00912,Cardiology,90,2577,4,7,Northeast,2,Digital-First Responders
PHY-00913,GP,83,989,10,14,Midwest,1,Low Engagement Profiles
PHY-00914,Cardiology,133,3686,5,13,West,0,High-Touch Advocates
PHY-00915,Cardiology,94,1069,4,18,Northeast,2,Digital-First Responders
PHY-00916,Cardiology,130,4425,3,17,Northeast,0,High-Touch Advocates
PHY-00917,Cardiology,99,3816,4,11,South,0,High-Touch Advocates
PHY-00918,GP,78,1662,7,15,South,1,Low Engagement Profiles
PHY-00919,GP,63,300,3,14,West,2,Digital-First Responders
PHY-00920,Oncology,131,1569,4,15,Midwest,2,Digital-First Responders
PHY-00921,GP,91,490,10,11,Northeast,1,Low Engagement Profiles
PHY-00922,Cardiology,98,798,4,6,West,2,Digital-First Responders
PHY-00923,GP,68,850,8,16,Northeast,1,Low Engagement Profiles
PHY-00924,GP,88,486,5,16,Northeast,2,Digital-First Responders
PHY-00925,Cardiology,93,1574,3,11,Midwest,2,Digital-First Responders
PHY-00926,Oncology,108,720,9,11,Midwest,1,Low Engagement Profiles
PHY-00927,Cardiology,82,1109,6,14,West,2,Digital-First Responders
PHY-00928,Cardiology,94,856,8,12,Midwest,1,Low Engagement Profiles
PHY-00929,GP,84,1898,5,9,Midwest,2,Digital-First Responders
PHY-00930,Cardiology,94,1801,4,16,West,2,Digital-First Responders
PHY-00931,Oncology,107,1040,8,18,Midwest,1,Low Engagement Profiles
PHY-00932,GP,63,1965,4,6,South,2,Digital-First Responders
PHY-00933,GP,96,3047,7,13,Northeast,0,High-Touch Advocates
PHY-00934,Cardiology,81,130,7,7,Northeast,2,Digital-First Responders
PHY-00935,Oncology,84,816,6,10,Northeast,2,Digital-First Responders
PHY-00936,Cardiology,99,581,5,10,Northeast,2,Digital-First Responders
PHY-00937,Oncology,98,755,9,16,West,1,Low Engagement Profiles
PHY-00938,GP,92,100,7,9,Northeast,2,Digital-First Responders
PHY-00939,Oncology,129,123,10,11,Northeast,1,Low Engagement Profiles
PHY-00940,Cardiology,85,880,4,17,Northeast,2,Digital-First Responders
PHY-00941,Cardiology,104,860,2,14,Northeast,2,Digital-First Responders
PHY-00942,Cardiology,140,3342,9,19,South,0,High-Touch Advocates
PHY-00943,GP,100,1484,10,14,Northeast,1,Low Engagement Profiles
PHY-00944,GP,90,1930,7,15,South,1,Low Engagement Profiles
PHY-00945,Oncology,196,10888,3,6,West,0,High-Touch Advocates
PHY-00946,Oncology,149,4025,6,11,Midwest,0,High-Touch Advocates
PHY-00947,Oncology,102,1286,7,20,Northeast,1,Low Engagement Profiles
PHY-00948,GP,119,941,9,22,Midwest,1,Low Engagement Profiles
PHY-00949,GP,97,827,4,24,Midwest,1,Low Engagement Profiles
PHY-00950,Cardiology,101,1703,8,13,West,1,Low Engagement Profiles
PHY-00951,GP,90,948,10,16,Midwest,1,Low Engagement Profiles
PHY-00952,GP,80,473,9,15,South,1,Low Engagement Profiles
PHY-00953,Oncology,127,853,8,11,Midwest,1,Low Engagement Profiles
PHY-00954,GP,97,1738,7,15,Midwest,1,Low Engagement Profiles
PHY-00955,Cardiology,124,2174,6,19,Midwest,1,Low Engagement Profiles
PHY-00956,Cardiology,138,4298,7,21,Northeast,0,High-Touch Advocates
PHY-00957,Cardiology,109,1437,8,19,Northeast,1,Low Engagement Profiles
PHY-00958,Oncology,119,3169,4,11,South,0,High-Touch Advocates
PHY-00959,Oncology,130,1142,7,22,South,1,Low Engagement Profiles
PHY-00960,GP,103,1268,15,14,Northeast,1,Low Engagement Profiles
PHY-00961,Oncology,108,1216,2,13,South,2,Digital-First Responders
PHY-00962,GP,94,1567,8,21,Northeast,1,Low Engagement Profiles
PHY-00963,Oncology,130,2447,8,12,West,0,High-Touch Advocates
PHY-00964,Cardiology,97,916,3,18,Midwest,2,Digital-First Responders
PHY-00965,Cardiology,63,609,5,12,Midwest,2,Digital-First Responders
PHY-00966,Cardiology,99,2583,4,14,South,2,Digital-First Responders
PHY-00967,GP,88,2458,4,22,Northeast,0,High-Touch Advocates
PHY-00968,Cardiology,144,3505,3,25,Northeast,0,High-Touch Advocates
PHY-00969,Cardiology,79,801,4,9,South,2,Digital-First Responders
PHY-00970,Cardiology,90,1110,6,17,Northeast,1,Low Engagement Profiles
PHY-00971,GP,123,2650,11,17,West,1,Low Engagement Profiles
PHY-00972,GP,61,907,4,11,Midwest,2,Digital-First Responders
PHY-00973,GP,93,2110,6,15,South,2,Digital-First Responders
PHY-00974,Oncology,102,1146,4,14,South,2,Digital-First Responders
PHY-00975,Oncology,146,1696,9,12,Northeast,1,Low Engagement Profiles
PHY-00976,Cardiology,100,464,8,12,South,1,Low Engagement Profiles
PHY-00977,Cardiology,84,1423,3,13,West,2,Digital-First Responders
PHY-00978,Oncology,158,3006,13,11,Northeast,1,Low Engagement Profiles
PHY-00979,Cardiology,90,2308,7,13,Northeast,0,High-Touch Advocates
PHY-00980,Cardiology,123,573,9,18,Northeast,1,Low Engagement Profiles
PHY-00981,Cardiology,142,4074,4,24,Northeast,0,High-Touch Advocates
PHY-00982,GP,113,2883,10,20,West,1,Low Engagement Profiles
PHY-00983,Oncology,131,486,6,13,Northeast,2,Digital-First Responders
PHY-00984,Oncology,125,858,9,16,South,1,Low Engagement Profiles
PHY-00985,GP,96,512,9,13,West,1,Low Engagement Profiles
PHY-00986,Cardiology,123,1731,9,17,Midwest,1,Low Engagement Profiles
PHY-00987,GP,101,826,11,12,Midwest,1,Low Engagement Profiles
PHY-00988,Cardiology,83,173,4,14,South,2,Digital-First Responders
PHY-00989,Oncology,119,1263,5,12,South,2,Digital-First Responders
PHY-00990,GP,74,2513,2,9,West,2,Digital-First Responders
PHY-00991,GP,97,1445,7,18,Midwest,1,Low Engagement Profiles
PHY-00992,GP,96,1977,5,9,Midwest,2,Digital-First Responders
PHY-00993,Cardiology,99,1550,8,11,Midwest,1,Low Engagement Profiles
PHY-00994,Cardiology,131,2241,5,19,Midwest,0,High-Touch Advocates
PHY-00995,Cardiology,115,1654,6,17,Midwest,1,Low Engagement Profiles
PHY-00996,Oncology,85,1210,5,15,Northeast,2,Digital-First Responders
PHY-00997,GP,58,1432,2,14,South,2,Digital-First Responders
PHY-00998,Oncology,151,3592,7,17,Northeast,0,High-Touch Advocates
PHY-00999,GP,111,2056,9,9,Midwest,1,Low Engagement Profiles
PHY-01000,Cardiology,76,572,5,15,West,2,Digital-First Responders
